Query,Title,ID,Similarity,Release_Date,Developer,Summary,Platforms,Genres,Rating,Plays,Playing,Backlogs,Wishlist,Lists,Reviews
Games with unique art styles like Okami,Art Sqool,6483,0.25117458081315336,"Feb 05, 2019",Glanderco | Julian Glander,"U r a froshmin at Art Sqool.
Ur assignments are generated & graded by an A.I.
Can a video game make you more creative?
Can a video game make you a better artist?
Can you graduate from Art Sqool? Idk,,, that's on u!",Windows PC | Mac | Nintendo Switch,Adventure | Indie | Platform | Simulator,2.3,176.0,2.0,139.0,23.0,72.0,16.0
Games with unique art styles like Okami,Sword Art Online: Fatal Bullet - Ambush of the Imposters,15927,0.23760798512722042,"Apr 26, 2018",,"SWORD ART ONLINE: FATAL BULLET Downloadable Content #1
This DLC adds new stories, characters, weapons, outfits, and more.
・New stories and dungeons
・New Offline ""BoB System"" mode
・New characters: Dyne, Yamikaze, and Musketeer X
・New bosses
・New weapons, outfits, accessories, hair styles, and face styles
This journey takes place before you and the group have completed the SBC Flügel. Rumors have been circualting about several ArFA-sys units appearing out in the field as enemies. With the help of the renowned GGO players Dyne, Yamikaze, and Musketeer X, you slowly uncover the truth behind this mystery.
Experience the beginning of an all-new epic adventure.",Windows PC | PlayStation 4 | Xbox One,RPG,3.8,2.0,0.0,2.0,2.0,0.0,1.0
Games with unique art styles like Okami,Visit,38816,0.23211765765272455,"Apr 01, 2019",Cecile Richard,"there's something special about going to an art museum on your own. you can soak in the art as long as you want, imagine what they would feel like if you could touch them, choose which painting you relate most to.",Windows PC | Mac | Web browser,Indie | Simulator,2.4,14.0,0.0,1.0,4.0,8.0,3.0
Games with unique art styles like Okami,Lenna's Inception,16426,0.23097984884406145,"Jan 17, 2020",Bytten Studio,"Explore a dangerous island filled with dungeons, and defeat the eight archangels to bring order to a glitched-out kingdom in this top-down Zelda-like action-adventure game. Playable in 8-bit and 32-bit pixel art styles! 

Features 
- Team up with a friend. Make peace with Shadow Lenna to enjoy the game in local co-op multiplayer! 
- Play again (and again). With two graphical styles, multiple endings, multiple boss forms, and procedural generation, you won’t see everything in a single playthrough! 
- Challenge yourself. Speed through the daily challenge dungeon with no sword, with only three hearts, or without taking a single hit. Show off a GIF of your playthrough on the connected leaderboard afterwards! 
- Recruit companions. Will you choose Henrietta, the free-range chicken with a vendetta, or perhaps Gourdon, the sentient pumpkin? (4 to discover)",Windows PC | Mac | Linux,Adventure | Indie | RPG,3.4,53.0,3.0,111.0,22.0,45.0,7.0
Games with unique art styles like Okami,"I Was Trying to Make a Game, But My Dog Was Sitting On My Lap",18832,0.22717352656716908,"Feb 10, 2018",,"A little bit of rambling for Manifesto Jam. games are art, and art is for everyone.",Web browser,Indie | Visual Novel,2.9,6.0,0.0,3.0,0.0,7.0,1.0
Games with unique art styles like Okami,Painted Heart,8317,0.2265860232561167,"Jun 30, 2014",Trass,"Art has blessed many people with freedom, expression, and innovation. When a world that cherishes art through the use of the magical art, Pictomancy, one could say the art where paints come to life is a unique cultural gift for all to enjoy. If only that apex of cultural renaissance could stay that way like a dream.
Near the village of Appleby, a young and aspiring painter, Corbin, is prodded into the cathedral’s painting to cleanse the vibrant world from cultural extinction by the Pestilence. To this day, nobody knows where the Pestilence had come from, and Corbin is even less sure how he can help restore the infected painting.",Windows PC,Adventure | RPG,3.4,6.0,0.0,4.0,4.0,5.0,1.0
Games with unique art styles like Okami,Disney Art Academy,40637,0.22657182716277818,"May 13, 2016",Nintendo | Headstrong Games,"Master the art of drawing beloved Disney and Pixar characters! Step-by-step lessons can teach anyone how to draw. Add some magic to your art! The Magic Brush makes it easy to add patterns, such as sparkles or stars, to any work of art. Go from amateur to expert with over 80 characters to draw!",Nintendo 3DS,,3.5,19.0,0.0,9.0,3.0,4.0,0.0
Games with unique art styles like Okami,Middens,3364,0.21908794830934064,"Sep 12, 2012",myformerselves,"Middens is a surrealist RPG that lets players explore a world full of strange denizens and scenery. The art style is a mixture of collage, traditional drawing and pixel art that gives the game a very unique atmosphere. The game is non-linear.",Windows PC | Mac,RPG,3.1,97.0,5.0,133.0,126.0,69.0,11.0
Games with unique art styles like Okami,Sword Art Online: Alicization Lycoris,4547,0.21617518322029253,"Jul 09, 2020",Aquria | Bandai Namco Entertainment,"Following the events of the SWORD ART ONLINE Alicization anime series, SWORD ART ONLINE Alicization Lycoris finds Kirito in a mysterious but familiar virtual world, “Underworld,” where A.I.s behave like humans. As players take control of Kirito, they will relive heart-pounding scenes from the series through intense combat. Players will also encounter fan favorite characters including Eugeo, Alice, Administrator, and many more. A wide world awaits Kirito and his friends in this exciting adaptation to the SWORD ART ONLINE Alicization series.",Windows PC | PlayStation 4 | Xbox One | Nintendo Switch,Adventure | RPG,2.5,95.0,11.0,74.0,29.0,21.0,7.0
Games with unique art styles like Okami,Gold Games 3,29758,0.21422943740578065,"Dec 31, 1998",TopWare Interactive,"This is the third installment in Topware's Gold Games series. It contains 23 games (one game less than Gold Games 2) on 24 CDs. Like usual, it has games from many different genres. And like the predecessor most games are in German.",Windows PC | PC DOS,,,0.0,0.0,0.0,0.0,0.0,0.0
Games with unique art styles like Okami,Shadowcut,21790,0.21278712256219767,"May 22, 2019",,"The goal of this game is to attack the firebolts while avoiding death from them and other obstacles like deadly ground lights, and gathering enough points to unlock other characters with different attack styles, which change gameplay strategies.",Windows PC,,,1.0,0.0,10.0,0.0,6.0,0.0
Games with unique art styles like Okami,Demetrios: The Big Cynical Adventure & Xenon Valkyrie+,18254,0.2103626764842957,TBD,Red Art Games | COWCAT,,Nintendo Switch,,,0.0,0.0,0.0,0.0,0.0,0.0
Games with unique art styles like Okami,Capoeira Fighter 3,21579,0.20939666322916603,"Dec 31, 2008",Spiritonin Media Games,"Train really hard to become the best fighter. Try to fight your way through your friends, because this is a game for two players. In addition, of course, there are a variety of different enemies and fighting styles. So go move and show your strength!
2D fighting game in which all fighters master exotic types of martial arts. Among the styles available are Muay Thai, Kung Fu, Capoeira and others. The game has a large number of locations, combo attacks, a wide selection of fighters and incendiary musical compositions.",Web browser,Arcade | Fighting,3.6,7.0,0.0,0.0,0.0,0.0,1.0
Games with unique art styles like Okami,Splashy Dots,33672,0.2062590415926824,"Jul 12, 2017",Crimson Pine Games,"Imagine yourself in a cozy art gallery, with the sounds of a live jazz act in the background, a brush in your hand and a canvas in front of you. You’re all set. You have a perfect opportunity to create some unique splatter art paintings. Now you can do all of this on your mobile device!",iOS,Puzzle,,1.0,0.0,0.0,0.0,0.0,0.0
Games with unique art styles like Okami,Art of Fighting: Trouble in South Town,35892,0.1993746966912592,"Dec 31, 2020",,Art of Fighting Trouble in South Town contains several levels like fighting / bonus stages / interactive levels.,Windows PC,,,1.0,0.0,0.0,0.0,0.0,0.0
Games with unique art styles like Okami,Sword Art Online: Hollow Realization,27461,0.1959953551313903,"Oct 27, 2016",Bandai Namco Entertainment | Aquria,Sword Art Online: Hollow Realization is a Japanese role-playing game and the fourth game based on the Sword Art Online light novel franchise.,PlayStation 4 | PlayStation Vita,Adventure | RPG,2.6,192.0,15.0,101.0,24.0,29.0,7.0
Games with unique art styles like Okami,Shadowverse,34274,0.1914873340524409,"Jun 17, 2016",Cygames,"""Shadowverse: the next evolution in collectible card games!
Welcome to the fierce battlegrounds of Shadowverse, Japan's #1 competitive card collecting game!
From the creators of Rage of Bahamut and RPG sensation Granblue Fantasy, Shadowverse features AAA artwork and unique game mechanics that make it the most visually and tactically rich CCG on the market.
- SUMMON 400+ cards, each lavishly illustrated with jaw-dropping fantasy art
- STRATEGIZE with innovative mechanics that guarantee thrilling battles
- MASTER seven character classes each with unique play styles and killer cards
- BATTLE real-time opponents from around the world, or enjoy the fully voiced story mode
Come join our fun-loving community and show us your Shadowverse style! """,Windows PC | Android | Mac | iOS,Card & Board Game | RPG | Strategy | Turn Based Strategy,2.8,454.0,27.0,36.0,7.0,29.0,18.0
Games with unique art styles like Okami,ShellShock Live,4452,0.1897260322988772,"Mar 07, 2019",kChamp Games,"ShellShock Live is a strategic online multiplayer artillery game currently in active development by kChamp Games.Fight Alongside your Friends (Or blow them up... we won't judge!) Take part in action-packed 8-Player team and free-for all battles. Tactical gameplay is essential to victory, while numerous distinct tanks, weapons, items, maps, and play styles make every match unique.",Windows PC | Mac | Linux | PlayStation 4 | iOS | Xbox One,Indie | Shooter | Strategy | Turn Based Strategy,3.1,502.0,8.0,25.0,10.0,21.0,25.0
Best city management sims for budget PCs,The Sims 4: City Living,25400,0.40446227003019897,"Nov 01, 2016",Electronic Arts | The Sims Studio,"Do your Sims long to leave the suburbs behind? Fulfill their dreams in the diverse city of San Myshuno, where they can discover exciting neighborhoods, move into a new apartment, check out fun festivals and more. In The Sims 4: City Living, an expansion pack for The Sims 4, your Sims can experience the joys and challenges of sharing close quarters with other Sims. Work your way up from a starter unit to a penthouse as your Sims launch new metropolitan careers!",Windows PC | Mac | PlayStation 4 | Xbox One | PlayStation 5 | Xbox Series,Adventure | RPG | Simulator,3.3,152.0,2.0,8.0,6.0,11.0,4.0
Best city management sims for budget PCs,The Sims Bustin' Out,3871,0.36240911789473773,"Dec 15, 2003",Maxis | EA Games,"The Sims Bustin' Out is the second title in The Sims console series and the first The Sims title to not be released on PC. It featured the same 3D environment and engine the past game did, however adds several features from The Sims expansion packs: The Sims: Hot Date, The Sims: Superstar, and The Sims: Livin' Large. Bustin' Out was released for the Game Boy Advance, GameCube, PlayStation 2, Xbox and N-Gage in the fourth quarter of 2003. As the title suggests, the Sims can get out of the house to visit other locations such as Shiny Things Lab or Casa Caliente. There are two modes. Bust Out Mode which has mission based gameplay and Freeplay Mode which is open-ended gameplay very much like the original The Sims PC game.",Nintendo GameCube | Xbox | PlayStation 2,Simulator | Strategy,3.2,735.0,6.0,64.0,24.0,78.0,21.0
Best city management sims for budget PCs,The Sims 4,452,0.35799272420008044,"Sep 02, 2014",Electronic Arts | The Sims Studio,"Unleash your imagination and create a unique world of Sims that's an expression of you! Explore and customize every detail from Sims to homes, and much more with The Sims 4. Life, and Sims, are yours to control. Customize your unique Sims, design their homes & take them on wild adventures through celebdom, romance, holidays and more.",Windows PC | Mac | PlayStation 4 | Xbox One | PlayStation 5 | Xbox Series,RPG | Simulator,3.0,9800.0,516.0,811.0,119.0,520.0,454.0
Best city management sims for budget PCs,The Sims 3: Starter Pack,8674,0.3506566824562089,"May 14, 2013","Maxis | Electronic Arts, Inc.","A compilation of The Sims 3, The Sims 3: Late Night, The Sims 3: High-End Loft Stuff, and Date Night set from The Sims 3 Store.",Windows PC | Mac,Simulator,,6.0,0.0,1.0,0.0,2.0,0.0
Best city management sims for budget PCs,The Sims 2: FreeTime,23994,0.34866643837651146,"Feb 28, 2008",Maxis | Electronic Arts,"Now your Sims can rediscover the joys of leisure time in The Sims 2: FreeTime, the seventh expansion pack for the The Sims 2! Awaken your Sims' true passions in life as they discover and excel at all-new activities. Whether they're tossing a football with the family, practicing ballet, restoring cars with friends, or building train sets, your Sims now have more ways to build skills, enhance friendships, and make their lives more successful. Craft new, unique items for your Sims to use in their daily lives including clothing, pottery, and more. Your Sims will even unlock secret rewards by mastering their hobbies and advancing all-new careers. Explore a wide variety of new hobbies that will change your Sims' lives!",Windows PC,Adventure | RPG | Simulator | Strategy,3.3,129.0,0.0,2.0,2.0,7.0,1.0
Best city management sims for budget PCs,The Sims 4: Premium Edition,38746,0.34506873516195047,"Sep 02, 2014",Electronic Arts | Maxis,"Unleash your imagination and create a unique world of Sims that's an expression of you! Explore and customize every detail from Sims to homes, and much more with The Sims 4. Life, and Sims, are yours to control. Customize your unique Sims, design their homes & take them on wild adventures through celebdom, romance, holidays and more.
The Sims 4: Premium Edition includes a copy of The Sims 4, Life of the Party digital content, Up All Night digital content and the Creator's Guide hardcover book.",Windows PC,Adventure | RPG | Simulator,,4.0,3.0,1.0,1.0,1.0,0.0
